,id,seccion,agrupacion_ganadora,LA LIBERTAD AVANZA_perc,UNION POR LA PATRIA_perc,LA LIBERTAD AVANZA_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos
298,JUJUY_TILCARA,"Tilcara, Jujuy",LA LIBERTAD AVANZA,51.75,48.25,4503,4198,74.89,11966,8961,0.77,0.06,2.08,69,5
299,JUJUY_TUMBAYA,"Tumbaya, Jujuy",UNION POR LA PATRIA,48.77,51.23,1231,1293,51.23,5128,2627,0.65,0.08,3.2,17,2
300,JUJUY_YAVI,"Yavi, Jujuy",LA LIBERTAD AVANZA,53.8,46.2,6728,5778,71.37,18224,13007,1.39,0.09,2.37,181,12
301,LA PAMPA_ATREUCO,"Atreuco, La Pampa",LA LIBERTAD AVANZA,62.09,37.91,4626,2825,75.97,10147,7709,1.26,0.17,1.92,97,13
302,LA PAMPA_CALEU CALEU,"Caleu Caleu, La Pampa",LA LIBERTAD AVANZA,53.88,46.12,867,742,73.58,2237,1646,0.97,0.0,1.28,16,0
303,LA PAMPA_CAPITAL,"Capital, La Pampa",LA LIBERTAD AVANZA,50.37,49.63,35800,35271,76.76,96085,73758,1.59,0.04,2.01,1172,29
304,LA PAMPA_CATRILO,"Catrilo, La Pampa",LA LIBERTAD AVANZA,58.65,41.35,3275,2309,81.14,7057,5726,1,0.03,1.45,57,2
305,LA PAMPA_CHALILEO,"Chalileo, La Pampa",UNION POR LA PATRIA,46.73,53.27,893,1018,71.88,2731,1963,1.07,0.0,1.58,21,0
306,LA PAMPA_CHAPALEUFU,"Chapaleufu, La Pampa",LA LIBERTAD AVANZA,64.02,35.98,5072,2851,73.3,11079,8121,1.22,0.0,1.22,99,0
307,LA PAMPA_CHICAL CO,"Chical Co, La Pampa",UNION POR LA PATRIA,47.89,52.11,466,507,67.3,1474,992,1.31,0.0,0.6,13,0
308,LA PAMPA_CONHELO,"Conhelo, La Pampa",LA LIBERTAD AVANZA,57.65,42.35,5650,4150,76.8,13150,10099,1.28,0.0,1.68,129,0
309,LA PAMPA_GUATRACHE,"Guatrache, La Pampa",LA LIBERTAD AVANZA,71.0,29.0,3880,1585,68.56,8308,5696,2.93,0.0,1.12,167,0
310,LA PAMPA_HUCAL,"Hucal, La Pampa",LA LIBERTAD AVANZA,64.56,35.44,3248,1783,72.99,7227,5275,2.01,0.02,2.6,106,1
311,LA PAMPA_LIHUEL CALEL,"Lihuel Calel, La Pampa",LA LIBERTAD AVANZA,58.55,41.45,113,80,72.43,272,197,1.52,0.0,0.51,3,0
312,LA PAMPA_LIMAY MAHUIDA,"Limay Mahuida, La Pampa",LA LIBERTAD AVANZA,50.87,49.13,146,141,76.62,385,295,1.69,0.0,1.02,5,0
313,LA PAMPA_LOVENTUE,"Loventue, La Pampa",LA LIBERTAD AVANZA,51.4,48.6,2939,2779,71.8,8171,5867,0.8,0.03,1.7,47,2
314,LA PAMPA_MARACO,"Maraco, La Pampa",LA LIBERTAD AVANZA,61.69,38.31,25533,15853,78.43,54710,42909,1.49,0.02,2.04,638,9
315,LA PAMPA_PUELEN,"Puelen, La Pampa",LA LIBERTAD AVANZA,63.86,36.14,4267,2415,75.59,9080,6864,0.9,0.0,1.75,62,0
316,LA PAMPA_QUEMU QUEMU,"Quemu Quemu, La Pampa",LA LIBERTAD AVANZA,66.99,33.01,3795,1870,75.07,7799,5855,1.32,0.02,1.91,77,1
317,LA PAMPA_RANCUL,"Rancul, La Pampa",LA LIBERTAD AVANZA,56.18,43.82,3796,2961,71.69,9725,6972,1.39,0.03,1.66,97,2
318,LA PAMPA_REALICO,"Realico, La Pampa",LA LIBERTAD AVANZA,65.07,34.93,7386,3964,76.93,15241,11725,1.36,0.03,1.81,160,3
319,LA PAMPA_TOAY,"Toay, La Pampa",LA LIBERTAD AVANZA,54.4,45.6,6076,5093,77.52,14923,11568,1.38,0.03,2.04,160,3
320,LA PAMPA_TRENEL,"Trenel, La Pampa",LA LIBERTAD AVANZA,51.7,48.3,1992,1861,78.41,5057,3965,1.51,0.1,1.21,60,4
321,LA PAMPA_UTRACAN,"Utracan, La Pampa",LA LIBERTAD AVANZA,62.65,37.35,6482,3865,74.97,14283,10708,1.34,0.04,1.99,144,4
322,LA RIOJA_ARAUCO,"Arauco, La Rioja",LA LIBERTAD AVANZA,52.32,47.68,5227,4764,77.52,13161,10202,0.88,0.05,1.14,90,5
323,LA RIOJA_CAPITAL,"Capital, La Rioja",LA LIBERTAD AVANZA,58.28,41.72,74777,53537,79.87,163911,130916,0.73,0.04,1.22,962,47
324,LA RIOJA_CASTRO BARROS,"Castro Barros, La Rioja",UNION POR LA PATRIA,37.77,62.23,1571,2588,82.2,5153,4236,0.85,0.05,0.92,36,2
325,LA RIOJA_CHAMICAL,"Chamical, La Rioja",LA LIBERTAD AVANZA,50.88,49.12,4840,4672,76.67,12706,9742,0.92,0.11,1.32,90,11
326,LA RIOJA_CHILECITO,"Chilecito, La Rioja",LA LIBERTAD AVANZA,58.2,41.8,19481,13991,77.77,43967,34194,1.01,0.04,1.06,344,14
327,LA RIOJA_CORONEL FELIPE VARELA,"Coronel Felipe Varela, La Rioja",UNION POR LA PATRIA,44.43,55.57,3105,3884,79.51,9060,7204,1.82,0.0,1.17,131,0
328,LA RIOJA_FAMATINA,"Famatina, La Rioja",UNION POR LA PATRIA,43.21,56.79,1817,2388,79.47,5451,4332,1.66,0.0,1.27,72,0
329,LA RIOJA_GENERAL ANGEL V. PEÑALOZA,"General Angel V. Peñaloza, La Rioja",UNION POR LA PATRIA,35.92,64.08,630,1124,67.13,2671,1793,1.12,0.0,1.06,20,0
330,LA RIOJA_GENERAL BELGRANO,"General Belgrano, La Rioja",LA LIBERTAD AVANZA,51.19,48.81,2437,2324,72.02,6743,4856,0.86,0.0,1.09,42,0
331,LA RIOJA_GENERAL JUAN F. QUIROGA,"General Juan F. Quiroga, La Rioja",UNION POR LA PATRIA,42.66,57.34,1064,1430,73.42,3491,2563,1.99,0.0,0.7,51,0
332,LA RIOJA_GENERAL LAMADRID,"General Lamadrid, La Rioja",UNION POR LA PATRIA,34.77,65.23,507,951,83.45,1782,1487,1.34,0.0,0.61,20,0
333,LA RIOJA_GENERAL OCAMPO,"General Ocampo, La Rioja",UNION POR LA PATRIA,31.32,68.68,1570,3442,75.65,6736,5096,1.08,0.0,0.57,55,0
334,LA RIOJA_GENERAL SAN MARTIN,"General San Martin, La Rioja",UNION POR LA PATRIA,35.64,64.36,1073,1938,73.14,4210,3079,0.81,0.0,1.4,25,0
335,LA RIOJA_INDEPENDENCIA,"Independencia, La Rioja",UNION POR LA PATRIA,31.1,68.9,598,1325,77.95,2512,1958,0.77,0.0,1.02,15,0
336,LA RIOJA_ROSARIO VERA PEÑALOZA,"Rosario Vera Peñaloza, La Rioja",UNION POR LA PATRIA,40.03,59.97,3615,5416,67.04,13764,9228,0.81,0.05,1.27,75,5
337,LA RIOJA_SAN BLAS DE LOS SAUCES,"San Blas De Los Sauces, La Rioja",UNION POR LA PATRIA,47.02,52.98,1295,1459,79.96,3543,2833,1.09,0.0,1.69,31,0
338,LA RIOJA_SANAGASTA,"Sanagasta, La Rioja",UNION POR LA PATRIA,38.85,61.15,995,1566,83.95,3097,2600,0.58,0.04,0.88,15,1
339,LA RIOJA_VINCHINA,"Vinchina, La Rioja",UNION POR LA PATRIA,37.37,62.63,645,1081,72.22,2451,1770,1.24,0.0,1.24,22,0
340,MENDOZA_CAPITAL,"Capital, Mendoza",LA LIBERTAD AVANZA,72.86,27.14,52491,19551,74.77,100435,75098,1.99,0.06,2.02,1493,47
341,MENDOZA_GENERAL ALVEAR,"General Alvear, Mendoza",LA LIBERTAD AVANZA,63.45,36.55,16854,9709,71.43,38556,27539,1.71,0.08,1.75,472,21
342,MENDOZA_GODOY CRUZ,"Godoy Cruz, Mendoza",LA LIBERTAD AVANZA,72.13,27.87,83025,32074,75.17,159783,120107,1.72,0.05,2.4,2068,61
343,MENDOZA_GUAYMALLEN,"Guaymallen, Mendoza",LA LIBERTAD AVANZA,73.9,26.1,128158,45268,76.14,236601,180152,1.45,0.05,2.24,2607,87
344,MENDOZA_JUNIN,"Junin, Mendoza",LA LIBERTAD AVANZA,73.95,26.05,21204,7470,79.89,37416,29890,1.5,0.06,2.52,447,17
345,MENDOZA_LA PAZ,"La Paz, Mendoza",LA LIBERTAD AVANZA,50.51,49.49,3839,3762,81.99,9470,7764,0.98,0.03,1.09,76,2
346,MENDOZA_LAS HERAS,"Las Heras, Mendoza",LA LIBERTAD AVANZA,68.03,31.97,82988,38995,75.25,168630,126887,1.4,0.07,2.39,1782,86
347,MENDOZA_LAVALLE,"Lavalle, Mendoza",LA LIBERTAD AVANZA,59.93,40.07,15909,10635,75.4,36296,27368,1.35,0.05,1.61,369,14
348,MENDOZA_LUJAN DE CUYO,"Lujan De Cuyo, Mendoza",LA LIBERTAD AVANZA,77.01,22.99,66872,19960,77.72,115929,90099,1.48,0.06,2.08,1333,58
349,MENDOZA_MAIPU,"Maipu, Mendoza",LA LIBERTAD AVANZA,73.41,26.59,85617,31008,78.65,153852,121010,1.4,0.05,2.18,1696,57
350,MENDOZA_MALARGÜE,"Malargüe, Mendoza",LA LIBERTAD AVANZA,64.9,35.1,11239,6079,71.08,25331,18006,1.79,0.0,2.03,322,0
351,MENDOZA_RIVADAVIA,"Rivadavia, Mendoza",LA LIBERTAD AVANZA,70.0,30.0,24649,10562,79.15,46163,36540,1.54,0.04,2.06,561,14
352,MENDOZA_SAN CARLOS,"San Carlos, Mendoza",LA LIBERTAD AVANZA,73.89,26.11,16289,5756,78.72,28880,22735,1.12,0.03,1.89,254,6
353,MENDOZA_SAN MARTIN,"San Martin, Mendoza",LA LIBERTAD AVANZA,69.0,31.0,49468,22220,76.28,97428,74317,1.35,0.04,2.14,1006,31
354,MENDOZA_SAN RAFAEL,"San Rafael, Mendoza",LA LIBERTAD AVANZA,68.88,31.12,75745,34229,74.15,153789,114039,1.6,0.04,1.93,1828,41
355,MENDOZA_SANTA ROSA,"Santa Rosa, Mendoza",LA LIBERTAD AVANZA,55.36,44.64,6233,5026,77.69,14834,11524,0.87,0.01,1.42,100,1
356,MENDOZA_TUNUYAN,"Tunuyan, Mendoza",LA LIBERTAD AVANZA,72.56,27.44,24032,9089,78.33,43537,34103,1.17,0.01,1.7,398,4
357,MENDOZA_TUPUNGATO,"Tupungato, Mendoza",LA LIBERTAD AVANZA,75.7,24.3,15752,5057,76.64,27958,21426,1.19,0.02,1.67,255,5
358,MISIONES_25 DE MAYO,"25 De Mayo, Misiones",UNION POR LA PATRIA,40.66,59.34,4905,7158,46.7,26253,12259,1.48,0.01,0.11,182,1
359,MISIONES_APOSTOLES,"Apostoles, Misiones",LA LIBERTAD AVANZA,57.29,42.71,16220,12090,77.57,37241,28886,0.99,0.02,0.99,285,6
360,MISIONES_CAINGUAS,"Cainguas, Misiones",LA LIBERTAD AVANZA,53.11,46.89,18116,15996,74.29,47092,34983,1.88,0.02,0.59,659,7
361,MISIONES_CANDELARIA,"Candelaria, Misiones",LA LIBERTAD AVANZA,51.37,48.63,10942,10357,74.18,29387,21800,1.35,0.06,0.89,295,13
362,MISIONES_CAPITAL,"Capital, Misiones",LA LIBERTAD AVANZA,62.65,37.35,135897,81009,74.71,296624,221606,1.05,0.04,1.04,2320,83
363,MISIONES_CONCEPCION,"Concepcion, Misiones",LA LIBERTAD AVANZA,50.35,49.65,2827,2788,70.75,8079,5716,1.42,0.02,0.33,81,1
364,MISIONES_ELDORADO,"Eldorado, Misiones",LA LIBERTAD AVANZA,54.96,45.04,28197,23108,75.29,69570,52380,0.95,0.03,1.07,500,17
365,MISIONES_GENERAL MANUEL BELGRANO,"General Manuel Belgrano, Misiones",LA LIBERTAD AVANZA,53.4,46.6,13335,11637,67.51,37658,25422,1.12,0.05,0.6,285,13
366,MISIONES_GUARANI,"Guarani, Misiones",LA LIBERTAD AVANZA,50.76,49.24,20427,19817,67.52,61056,41223,1.76,0.04,0.58,724,17
367,MISIONES_IGUAZU,"Iguazu, Misiones",LA LIBERTAD AVANZA,59.51,40.49,32454,22077,71.74,77630,55690,1.23,0.02,0.82,687,13
368,MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",LA LIBERTAD AVANZA,57.76,42.24,18365,13429,78.56,41635,32709,1.89,0.01,0.9,617,3
369,MISIONES_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, Misiones",LA LIBERTAD AVANZA,58.69,41.31,17955,12638,75.71,41293,31264,1.42,0.02,0.71,445,5
370,MISIONES_MONTECARLO,"Montecarlo, Misiones",LA LIBERTAD AVANZA,54.27,45.73,12070,10172,75.12,30123,22627,0.82,0.06,0.83,185,13
371,MISIONES_OBERA,"Obera, Misiones",LA LIBERTAD AVANZA,56.04,43.96,38783,30418,75.65,93407,70660,1.44,0.01,0.61,1020,9
372,MISIONES_SAN IGNACIO,"San Ignacio, Misiones",LA LIBERTAD AVANZA,52.03,47.97,19064,17573,74.76,49858,37276,1.12,0.02,0.58,417,6
373,MISIONES_SAN JAVIER,"San Javier, Misiones",UNION POR LA PATRIA,49.24,50.76,6630,6834,73.32,18684,13700,1.22,0.01,0.5,167,1
374,MISIONES_SAN PEDRO,"San Pedro, Misiones",UNION POR LA PATRIA,42.09,57.91,6939,9546,70.2,24020,16862,1.97,0.01,0.26,333,1
375,NEUQUEN_ALUMINE,"Alumine, Neuquen",LA LIBERTAD AVANZA,51.92,48.08,3203,2966,75.61,8566,6477,1.19,0.09,3.47,77,6
376,NEUQUEN_AÑELO,"Añelo, Neuquen",LA LIBERTAD AVANZA,60.93,39.07,6738,4321,72.1,15809,11398,0.82,0.03,2.13,93,3
377,NEUQUEN_CATAN LIL,"Catan Lil, Neuquen",UNION POR LA PATRIA,27.22,72.78,304,813,72.05,1610,1160,0.69,0.26,2.76,8,3
378,NEUQUEN_CHOS MALAL,"Chos Malal, Neuquen",LA LIBERTAD AVANZA,53.67,46.33,5319,4592,73.91,13976,10329,1.31,0.02,2.72,135,2
379,NEUQUEN_COLLON CURA,"Collon Cura, Neuquen",UNION POR LA PATRIA,48.0,52.0,1391,1507,74.85,4032,3018,1.09,0.03,2.85,33,1
380,NEUQUEN_CONFLUENCIA,"Confluencia, Neuquen",LA LIBERTAD AVANZA,61.28,38.72,171343,108266,80.81,361411,292074,1.32,0.05,2.9,3862,144
381,NEUQUEN_HUILICHES,"Huiliches, Neuquen",LA LIBERTAD AVANZA,53.7,46.3,6181,5330,78.47,15405,12089,1.36,0.09,3.33,164,11
382,NEUQUEN_LACAR,"Lacar, Neuquen",LA LIBERTAD AVANZA,65.72,34.28,15496,8084,74.89,33316,24949,1.68,0.06,3.74,420,16
383,NEUQUEN_LONCOPUE,"Loncopue, Neuquen",LA LIBERTAD AVANZA,50.49,49.51,2330,2285,82.22,5927,4873,1.15,0.0,4.15,56,0
384,NEUQUEN_LOS LAGOS,"Los Lagos, Neuquen",LA LIBERTAD AVANZA,67.09,32.91,6088,2987,70.05,13610,9534,1.54,0.16,3.12,147,15
385,NEUQUEN_MINAS,"Minas, Neuquen",UNION POR LA PATRIA,48.33,51.67,2613,2794,77.83,7430,5783,1.95,0.0,4.55,113,0
386,NEUQUEN_PEHUENCHES,"Pehuenches, Neuquen",LA LIBERTAD AVANZA,61.45,38.55,10118,6347,74.62,22729,16961,0.88,0.06,1.98,150,11
387,NEUQUEN_PICUN LEUFU,"Picun Leufu, Neuquen",UNION POR LA PATRIA,47.14,52.86,1526,1711,77.21,4358,3365,1.07,0.06,2.67,36,2
388,NEUQUEN_PICUNCHES,"Picunches, Neuquen",LA LIBERTAD AVANZA,61.35,38.65,2868,1807,76.6,6358,4870,1.01,0.04,2.96,49,2
389,NEUQUEN_ZAPALA,"Zapala, Neuquen",LA LIBERTAD AVANZA,61.69,38.31,16387,10177,80.39,34653,27857,1.12,0.01,3.52,311,2
390,NEUQUEN_ÑORQUIN,"Ñorquin, Neuquen",UNION POR LA PATRIA,43.5,56.5,1567,2035,76.65,4887,3746,1.28,0.16,2.4,48,6
391,RIO NEGRO_25 DE MAYO,"25 De Mayo, Rio Negro",UNION POR LA PATRIA,36.84,63.16,3161,5419,69.05,12881,8894,1.08,0.0,2.45,96,0
392,RIO NEGRO_9 DE JULIO,"9 De Julio, Rio Negro",UNION POR LA PATRIA,32.7,67.3,641,1319,62.75,3216,2018,1.19,0.05,1.64,24,1
393,RIO NEGRO_ADOLFO ALSINA,"Adolfo Alsina, Rio Negro",LA LIBERTAD AVANZA,53.47,46.53,22773,19819,76.18,58223,44357,1.35,0.09,2.54,601,39
394,RIO NEGRO_AVELLANEDA,"Avellaneda, Rio Negro",LA LIBERTAD AVANZA,54.53,45.47,12868,10731,76.57,31927,24445,1.04,0.01,2.41,254,3
395,RIO NEGRO_BARILOCHE,"Bariloche, Rio Negro",LA LIBERTAD AVANZA,50.02,49.98,44704,44672,72.36,129508,93716,1.7,0.07,2.86,1595,65
396,RIO NEGRO_CONESA,"Conesa, Rio Negro",LA LIBERTAD AVANZA,55.49,44.51,2250,1805,71.53,5869,4198,1.05,0.02,2.33,44,1
397,RIO NEGRO_EL CUY,"El Cuy, Rio Negro",UNION POR LA PATRIA,42.52,57.48,1035,1399,72.36,3459,2503,0.68,0.0,2.08,17,0
398,RIO NEGRO_GENERAL ROCA,"General Roca, Rio Negro",LA LIBERTAD AVANZA,57.55,42.45,127883,94326,78.65,293624,230941,1.2,0.02,2.55,2779,53
399,RIO NEGRO_PICHI MAHUIDA,"Pichi Mahuida, Rio Negro",LA LIBERTAD AVANZA,56.16,43.84,5257,4104,74.18,13054,9684,1.1,0.03,2.2,107,3
400,RIO NEGRO_PILCANIYEU,"Pilcaniyeu, Rio Negro",UNION POR LA PATRIA,46.9,53.1,2801,3171,72.56,8626,6259,1.73,0.06,2.8,108,4
401,RIO NEGRO_SAN ANTONIO,"San Antonio, Rio Negro",LA LIBERTAD AVANZA,52.72,47.28,10975,9841,71.76,30021,21542,0.99,0.03,2.35,213,7
402,RIO NEGRO_VALCHETA,"Valcheta, Rio Negro",UNION POR LA PATRIA,41.6,58.4,1119,1571,68.12,4131,2814,1.24,0.04,3.13,35,1
403,RIO NEGRO_ÑORQUINCO,"Ñorquinco, Rio Negro",UNION POR LA PATRIA,23.44,76.56,195,637,60.67,1429,867,0.92,0.0,3.11,8,0
404,SALTA_ANTA,"Anta, Salta",UNION POR LA PATRIA,46.07,53.93,16670,19515,69.88,52546,36717,0.72,0.11,0.62,265,41
405,SALTA_CACHI,"Cachi, Salta",LA LIBERTAD AVANZA,58.16,41.84,3135,2255,73.18,7561,5533,1.05,0.07,1.46,58,4
406,SALTA_CAFAYATE,"Cafayate, Salta",LA LIBERTAD AVANZA,55.85,44.15,6200,4901,78.82,14459,11396,1.1,0.17,1.33,125,19
407,SALTA_CAPITAL,"Capital, Salta",LA LIBERTAD AVANZA,65.92,34.08,226946,117311,78.62,451114,354683,1.17,0.15,1.62,4153,525
408,SALTA_CERRILLOS,"Cerrillos, Salta",LA LIBERTAD AVANZA,64.41,35.59,21388,11816,79.68,42606,33950,0.98,0.07,1.15,332,24
409,SALTA_CHICOANA,"Chicoana, Salta",LA LIBERTAD AVANZA,64.32,35.68,9953,5520,80.9,19493,15770,0.84,0.04,1.0,133,6
410,SALTA_GENERAL GUEMES,"General Guemes, Salta",LA LIBERTAD AVANZA,55.12,44.88,17591,14322,77.11,42186,32530,0.74,0.16,1.0,240,51
411,SALTA_GENERAL JOSE DE SAN MARTIN,"General Jose De San Martin, Salta",UNION POR LA PATRIA,41.34,58.66,39615,56217,69.28,140473,97316,0.68,0.07,0.77,666,71
412,SALTA_GUACHIPAS,"Guachipas, Salta",LA LIBERTAD AVANZA,59.19,40.81,1375,948,70.67,3351,2368,0.72,0.17,1.01,17,4
413,SALTA_IRUYA,"Iruya, Salta",UNION POR LA PATRIA,42.45,57.55,509,690,24.4,4991,1218,0.82,0.25,0.49,10,3
414,SALTA_LA CALDERA,"La Caldera, Salta",LA LIBERTAD AVANZA,66.62,33.38,8229,4124,79.16,15973,12645,1.23,0.15,0.93,156,19
415,SALTA_LA CANDELARIA,"La Candelaria, Salta",UNION POR LA PATRIA,47.28,52.72,2052,2288,77.01,5755,4432,0.83,0.14,1.11,37,6
416,SALTA_LA POMA,"La Poma, Salta",UNION POR LA PATRIA,47.94,52.06,511,555,73.78,1495,1103,2.27,0.0,1.09,25,0
417,SALTA_LA VIÑA,"La Viña, Salta",LA LIBERTAD AVANZA,58.35,41.65,3505,2502,75.15,8130,6110,0.74,0.1,0.85,45,6
418,SALTA_LOS ANDES,"Los Andes, Salta",LA LIBERTAD AVANZA,60.69,39.31,2535,1642,64.68,6628,4287,0.77,0.26,1.54,33,11
419,SALTA_METAN,"Metan, Salta",LA LIBERTAD AVANZA,54.25,45.75,14023,11824,72.6,36396,26423,0.89,0.09,1.19,236,25
420,SALTA_MOLINOS,"Molinos, Salta",LA LIBERTAD AVANZA,50.52,49.48,1813,1776,72.67,5050,3670,1.01,0.08,1.12,37,3
421,SALTA_ORAN,"Oran, Salta",LA LIBERTAD AVANZA,54.27,45.73,45677,38492,69.43,123279,85594,0.86,0.1,0.71,738,82
422,SALTA_RIVADAVIA,"Rivadavia, Salta",UNION POR LA PATRIA,23.95,76.05,4001,12708,56.41,29942,16891,0.54,0.14,0.4,91,24
423,SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",UNION POR LA PATRIA,49.07,50.93,9502,9863,74.53,26550,19787,1.02,0.1,1.02,202,19
424,SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",LA LIBERTAD AVANZA,63.7,36.3,19207,10945,79.13,38991,30852,0.96,0.09,1.22,296,28
425,SALTA_SAN CARLOS,"San Carlos, Salta",UNION POR LA PATRIA,47.44,52.56,2072,2296,67.63,6592,4458,0.85,0.09,1.08,38,4
426,SAN JUAN_25 DE MAYO,"25 De Mayo, San Juan",UNION POR LA PATRIA,47.21,52.79,4977,5566,71.99,14919,10740,0.96,0.02,0.86,103,2
427,SAN JUAN_9 DE JULIO,"9 De Julio, San Juan",LA LIBERTAD AVANZA,58.21,41.79,3868,2777,71.57,9468,6776,0.71,0.09,1.14,48,6
428,SAN JUAN_ALBARDON,"Albardon, San Juan",LA LIBERTAD AVANZA,59.89,40.11,10287,6889,78.65,22491,17690,1.48,0.06,1.37,262,10
429,SAN JUAN_ANGACO,"Angaco, San Juan",LA LIBERTAD AVANZA,59.88,40.12,3823,2561,78.43,8336,6538,0.81,0.05,1.5,53,3
430,SAN JUAN_CALINGASTA,"Calingasta, San Juan",LA LIBERTAD AVANZA,62.22,37.78,3453,2097,67.13,8642,5801,1.81,0.0,2.52,105,0
431,SAN JUAN_CAPITAL,"Capital, San Juan",LA LIBERTAD AVANZA,70.39,29.61,49940,21003,77.89,93773,73036,1.27,0.09,1.51,928,65
432,SAN JUAN_CAUCETE,"Caucete, San Juan",LA LIBERTAD AVANZA,51.01,48.99,11865,11396,75.56,31818,24041,0.77,1.17,1.3,186,281
433,SAN JUAN_CHIMBAS,"Chimbas, San Juan",LA LIBERTAD AVANZA,56.17,43.83,30239,23596,75.49,73432,55433,1.01,0.1,1.77,559,56
434,SAN JUAN_IGLESIA,"Iglesia, San Juan",LA LIBERTAD AVANZA,57.59,42.41,3013,2219,67.69,8007,5420,1.55,0.07,1.85,84,4
435,SAN JUAN_JACHAL,"Jachal, San Juan",UNION POR LA PATRIA,42.91,57.09,6529,8688,78.67,20009,15742,1.18,0.16,2.0,185,25
436,SAN JUAN_POCITO,"Pocito, San Juan",LA LIBERTAD AVANZA,60.7,39.3,22649,14662,77.59,49540,38437,1.3,0.07,1.56,500,27
437,SAN JUAN_RAWSON,"Rawson, San Juan",LA LIBERTAD AVANZA,61.32,38.68,45364,28621,75.99,100356,76264,1.07,0.13,1.79,814,98
438,SAN JUAN_RIVADAVIA,"Rivadavia, San Juan",LA LIBERTAD AVANZA,64.89,35.11,36812,19920,77.9,75056,58467,1.17,0.09,1.7,685,54
439,SAN JUAN_SAN MARTIN,"San Martin, San Juan",LA LIBERTAD AVANZA,53.87,46.13,4437,3799,81.04,10459,8476,1.09,0.04,1.71,92,3
440,SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",LA LIBERTAD AVANZA,67.22,32.78,22557,10998,76.81,44965,34538,1.01,0.07,1.76,350,25
441,SAN JUAN_SARMIENTO,"Sarmiento, San Juan",LA LIBERTAD AVANZA,57.93,42.07,8656,6285,77.97,19695,15356,1.31,0.01,1.39,201,1
442,SAN JUAN_ULLUM,"Ullum, San Juan",UNION POR LA PATRIA,37.25,62.75,1470,2476,84.31,4779,4029,1.34,0.12,0.6,54,5
443,SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",LA LIBERTAD AVANZA,53.2,46.8,2634,2317,73.86,6871,5075,0.91,0.02,1.52,46,1
444,SAN JUAN_ZONDA,"Zonda, San Juan",UNION POR LA PATRIA,48.79,51.21,1856,1948,81.03,4797,3887,0.85,0.0,1.29,33,0
445,SAN LUIS_AYACUCHO,"Ayacucho, San Luis",LA LIBERTAD AVANZA,57.34,42.66,7875,5858,74.39,18985,14123,1.17,0.02,1.57,165,3
446,SAN LUIS_BELGRANO,"Belgrano, San Luis",LA LIBERTAD AVANZA,58.23,41.77,1886,1353,69.8,4735,3305,0.94,0.0,1.06,31,0
447,SAN LUIS_CHACABUCO,"Chacabuco, San Luis",LA LIBERTAD AVANZA,63.42,36.58,9909,5716,77.13,20924,16139,1.43,0.01,1.75,231,1
448,SAN LUIS_CORONEL PRINGLES,"Coronel Pringles, San Luis",LA LIBERTAD AVANZA,63.89,36.11,6378,3605,79.14,13064,10339,1.22,0.24,1.98,126,25
449,SAN LUIS_GENERAL PEDERNERA,"General Pedernera, San Luis",LA LIBERTAD AVANZA,72.26,27.74,64122,24615,78.69,116357,91566,1.13,0.04,1.92,1036,39
450,SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",LA LIBERTAD AVANZA,61.71,38.29,4976,3087,72.92,11276,8223,1.01,0.04,0.9,83,3
451,SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Juan Martin De Pueyrredon, San Luis",LA LIBERTAD AVANZA,68.89,31.11,101846,45988,77.37,197582,152876,1.26,0.1,1.94,1931,150
452,SAN LUIS_JUNIN,"Junin, San Luis",LA LIBERTAD AVANZA,63.31,36.69,15111,8757,74.04,33679,24937,1.76,0.08,2.44,439,21
453,SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, San Luis",LA LIBERTAD AVANZA,50.24,49.76,1675,1659,77.22,4442,3430,1.02,0.03,1.75,35,1
454,SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",LA LIBERTAD AVANZA,59.62,40.38,4869,3298,72.11,11597,8363,0.67,0.0,1.67,56,0
455,SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",LA LIBERTAD AVANZA,56.91,43.09,38398,29078,69.45,100330,69679,0.89,0.03,2.24,622,20
456,SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",LA LIBERTAD AVANZA,59.68,40.32,43996,29724,71.87,106417,76485,1.14,0.03,2.45,870,23
457,SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",LA LIBERTAD AVANZA,51.3,48.7,7347,6975,67.23,22165,14902,1.37,0.04,2.48,204,6
458,SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",LA LIBERTAD AVANZA,56.38,43.62,3737,2891,65.17,10517,6854,0.77,0.03,2.49,53,2
